	Topic_Num	Topic_Perc_Contrib	Keywords	Text
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 04:00:00 PM-09/08/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>	WWP Project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>312</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:21 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 04:00:00 PM-09/08/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>	WWP Project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>313</OMNICalendarEntryID>
        <OMNICreatedDate>9/9/1999 11:00:06 AM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 04:00:00 PM-09/08/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>	WWP Project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>314</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:37:37 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 04:00:00 PM-09/08/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>	WWP Project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>315</OMNICalendarEntryID>
        <OMNICreatedDate>9/9/1999 11:00:06 AM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 05:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 05:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 05:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 05:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 05:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 06:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 06:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 05:00:00 PM-09/08/1999 06:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Larry Daugherty interview</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>316</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:22 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 05:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 05:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 05:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 05:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 05:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 06:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 06:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 05:00:00 PM-09/08/1999 06:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Larry Daugherty interview</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>317</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:37:38 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 05:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 05:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 05:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 05:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 05:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 06:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 06:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 05:00:00 PM-09/08/1999 06:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Larry Daugherty interview</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>318</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:22 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 05:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 05:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 05:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 05:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 05:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 06:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 06:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 05:00:00 PM-09/08/1999 06:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Larry Daugherty interview</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>319</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:22 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 06:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 06:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 06:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 06:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 06:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 07:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 07:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 06:00:00 PM-09/08/1999 07:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>View resumes</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>320</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:22 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 06:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 06:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 06:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 06:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 06:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 07:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 07:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 06:00:00 PM-09/08/1999 07:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>View resumes</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>321</OMNICalendarEntryID>
        <OMNICreatedDate>9/9/1999 11:00:06 AM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 06:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 06:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 06:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 06:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 06:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 07:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 07:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 06:00:00 PM-09/08/1999 07:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>View resumes</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>322</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:37:38 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 06:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 06:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 06:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 06:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 06:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 07:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 07:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 06:00:00 PM-09/08/1999 07:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>View resumes</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>323</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:22 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 07:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 07:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 07:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 07:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 07:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 08:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 08:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 07:00:00 PM-09/08/1999 08:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Call credit card co/ tour technology</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>324</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:37:38 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 07:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 07:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 07:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 07:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 07:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 08:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 08:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 07:00:00 PM-09/08/1999 08:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Call credit card co/ tour technology</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>325</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:22 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 07:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 07:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 07:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 07:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 07:00:00 PM</OMNIReminderTime>
